Region,Temperature,Rainfall,Soil_Type,Fertilizer_Usage,Pesticide_Usage,Irrigation,Crop_Variety,Yield
West,23.204887180721077,515.9952989556141,Sandy,194.7413300739511,48.488516404637785,0,Variety B,25.826000913842503
North,26.160642559293347,822.3581182624791,Loamy,63.62798185945657,48.57952900095417,1,Variety B,45.48997891626463
East,23.637861493778544,571.947352871492,Sandy,128.5109517296081,21.57745472120088,0,Variety B,30.866949824078947
North,24.625445776724906,533.7412522190406,Loamy,174.79973671033295,29.185003869778324,0,Variety C,28.828162083811755
East,27.88419083937297,792.3052412553006,Loamy,104.14479640681024,48.9137663464009,1,Variety C,43.14542300683173
East,13.041391711436033,325.56926416134104,Loamy,268.1564713714741,10.194736306220127,1,Variety B,14.54142963962112
North,18.665527642380745,904.720113508495,Clayey,71.77732236535851,26.50712993516597,1,Variety A,48.39382347235421
North,25.221296930351645,443.5799959925428,Clayey,171.8461104180107,14.018301987238736,1,Variety C,23.3845808603878
East,22.97891494013195,256.37840569013565,Sandy,222.854014378288,30.366318622504103,0,Variety A,12.819311579708671
South,25.64705629137799,630.7003904111724,Loamy,115.4377750336206,10.986798181619486,0,Variety C,33.69051839625282
West,26.13826641315652,424.5356979763479,Loamy,206.06018424937955,26.27593725562512,1,Variety B,22.18423863030952
North,14.42040002264504,905.16141838225,Clayey,257.34628753559366,18.827962991413404,0,Variety C,43.10400192670136
West,31.36820166075823,413.4198362429706,Loamy,97.58424377376188,31.33233449834963,1,Variety B,24.5063501326305
South,22.50866058449825,562.8897834703924,Clayey,279.3051479562157,49.83974596402798,1,Variety C,27.721367285688167
South,20.672434076119966,214.8813369043794,Loamy,188.3896331655895,42.02144420506991,0,Variety B,10.217469192183314
South,26.0417764797964,662.5828489794942,Sandy,124.80800107526514,43.82568366497686,1,Variety B,35.39286374881648
North,25.53580113891121,344.52198482821905,Loamy,157.71456884556767,35.41059949436324,0,Variety B,18.709411562980858
South,30.983454088273188,638.6649380665202,Loamy,128.047970946597,11.662393930890342,0,Variety B,33.29697457261469
North,26.359365813850083,414.3309520588276,Clayey,231.27778998332903,18.271907041765765,0,Variety A,21.597060601516272
South,30.7905542401215,90.61306265544005,Loamy,249.07516585378303,47.0025822578822,0,Variety B,4.272649832431964
West,20.309113122861472,526.2380180687767,Loamy,258.23434807966527,24.64452471715005,1,Variety A,25.209081494752464
West,25.709305276037497,517.2857034156871,Clayey,296.4420623964353,14.145469059231823,0,Variety A,24.40270331233101
East,19.426261463375557,676.2143147245226,Sandy,247.82107312417088,38.09621463464808,1,Variety B,33.36560683947938
West,25.4883792778014,811.2001143678408,Sandy,200.34601767214085,21.978308957370185,1,Variety A,41.2236868437532
East,24.428560221990573,882.4818819833597,Clayey,134.80507459794595,20.75427651616687,1,Variety C,46.8610554624026
West,24.213512873995484,672.8308426941771,Clayey,186.1488621776873,49.91909822233041,1,Variety B,35.039769448275266
North,24.257362238191835,555.7238384131837,Clayey,60.26704319760135,44.32555700106617,0,Variety A,30.587966333723664
West,28.681947350922982,214.53328209690693,Clayey,236.20626888247827,26.31751273471364,0,Variety B,10.609530903826895
East,16.9632017149871,540.4041873980015,Clayey,161.48888627302546,49.21044831265996,1,Variety B,27.22836696774312
East,20.501060686079136,542.9880339877865,Sandy,55.0058074330469,36.004528936768544,1,Variety B,29.972721171568885
South,24.797140866274123,460.2719480687944,Sandy,65.6267353776027,39.68089807519041,0,Variety A,26.374575946621263
North,19.10668455264375,626.5935301201617,Clayey,146.86661595543916,11.260521723288464,1,Variety C,32.38958036412877
West,25.23057053100522,724.3811421964269,Loamy,195.8553797546088,14.864210373922283,0,Variety C,37.72714879435424
South,24.745737393794627,336.3192138942632,Clayey,166.05098723803167,35.323405059849534,1,Variety A,18.504976289486564
West,17.981216774737085,333.2031291601066,Loamy,204.80107932303872,45.96095930597936,0,Variety B,15.685844836466265
West,17.734174268728612,472.14159764467416,Clayey,170.07356469783895,34.94974904350383,1,Variety A,23.90735237211601
South,11.88105882225367,376.9541618584154,Clayey,215.4259613703367,15.360995772759672,1,Variety A,18.75377959508012
South,18.896649751590434,171.7493595280274,Sandy,104.78151616770022,14.630401849852984,0,Variety A,10.343245826901873
South,25.071616291053,300.68145273540966,Loamy,78.21079679590535,43.76743583296327,1,Variety B,18.97301574323649
South,25.78093911470439,253.53577059251188,Loamy,199.10848865641495,15.572093548316571,1,Variety A,13.589468677928703
South,26.00949779814225,741.6901016036306,Sandy,171.17237923407686,30.809278420161014,0,Variety B,37.98189122906246
West,21.110405936663096,840.5654012018556,Sandy,56.71691351123383,11.48453279849209,1,Variety A,46.06469606905161
South,24.908482579892556,280.91330854108264,Sandy,145.12047137325897,13.226790695647097,0,Variety C,15.204815569063912
North,26.986223046207265,609.2147026274223,Sandy,76.53139637274887,36.8939307057146,0,Variety A,33.873256575222044
East,18.659822252494237,674.7032848939501,Loamy,182.8392079381738,37.567256417100666,1,Variety A,34.33847050598277
South,25.6166453719527,201.5462426680272,Loamy,148.9444199151077,23.658776264337696,1,Variety C,12.599449978982364
South,28.282406059175457,532.1957894358,Clayey,203.28797777575448,18.62439060972179,1,Variety B,28.781512515960355
West,22.5461393508856,1006.7032330693052,Clayey,251.4005546925596,42.54841083029232,1,Variety B,49.86567565310212
South,30.311171651748012,635.4293732715262,Sandy,124.9171709603727,18.68412917879561,1,Variety A,34.53067134014543
South,22.66282828087515,450.9398917334939,Sandy,290.52552604125685,31.68108278665519,1,Variety C,21.835671088455754
South,20.699695724384625,387.9626949563582,Sandy,183.9086251468936,48.72835363451622,1,Variety B,19.748930019716965
West,27.784205892764604,95.50768305582108,Clayey,204.57269968869696,15.914097514495351,0,Variety A,6.270583477218594
South,35.16646884733228,594.0947312233463,Clayey,220.16809330643423,47.63505069978835,1,Variety C,32.0410328548001
East,25.426768094439044,889.5633574508631,Clayey,216.68288246439744,17.315722122746745,0,Variety B,44.1876272131189
West,28.1745390205686,337.29124912041584,Clayey,177.74268576126553,32.69772832092919,1,Variety B,17.83560023314889
East,22.45641389451078,112.88306409658776,Clayey,157.19107277867087,25.080308478349785,1,Variety C,6.66568456227894
West,18.791918901019866,367.1551637293552,Clayey,63.44549104434448,48.59714406007304,0,Variety C,20.39535543570329
South,25.83132822950367,676.3199491956417,Clayey,55.521461325294936,20.94168116007748,1,Variety C,38.18958133840405
East,26.62199985893956,414.2999990355829,Sandy,139.49029863319117,25.986320083430144,1,Variety C,23.861979122898983
West,23.210444548094188,335.9063814173824,Sandy,133.41522265842315,49.31440471421682,0,Variety A,18.843122178819485
North,28.15528259010753,503.8309830115718,Sandy,146.9237887097517,31.458815647538927,1,Variety C,27.45050552708608
South,21.7295999509284,545.940149433571,Sandy,84.5920502220475,30.10520462485014,1,Variety B,30.44937569578565
West,20.48956867074129,222.3219718456611,Clayey,234.54206763421087,20.31113952815965,1,Variety B,10.539325090270449
North,30.303214652430825,456.54326061263527,Loamy,264.24110369405975,38.05454241241766,0,Variety A,23.12126644477577
West,30.32673813270815,400.5464772155323,Clayey,284.67865884350874,10.574918071111108,1,Variety B,20.082438967168525
North,21.828284470821607,371.8191301503834,Loamy,173.09057587990645,11.98050518809174,1,Variety B,20.198572328011437
South,33.59425245202411,296.5926661217104,Sandy,225.21642478135715,33.97434348543211,1,Variety C,15.820962204730902
East,23.564466537348757,688.2515709589595,Clayey,263.8877808589681,23.666982952738167,1,Variety B,33.90697099106917
North,25.423914323219797,371.1226142403944,Sandy,154.57277777337148,48.13265488803842,0,Variety A,20.369603158864876
West,24.576737290757865,101.01094283734297,Clayey,127.3531987176111,46.12762762891143,0,Variety C,7.682913346352521
South,27.6188010872284,552.8595643950866,Sandy,284.1811389633725,38.54825034706829,1,Variety C,26.91718566948543
North,26.357107469004717,645.0398945346369,Loamy,178.91913776926827,42.72582324511205,1,Variety A,34.19954867183236
West,26.28981080790829,340.79678695682446,Loamy,174.3134716477195,36.69327398670774,0,Variety C,17.82651509737252
West,19.90219184140057,388.0674620432068,Loamy,94.60402414087396,15.023284108406427,0,Variety C,22.56010868989622
West,16.557188416051577,370.1892559143255,Clayey,77.03875364333919,40.62173478756811,1,Variety A,20.916994210318386
North,30.710800141264308,430.6693277139779,Loamy,260.5267156208779,18.407678748753856,0,Variety C,21.715764674433824
North,22.27277000530128,721.3700364379645,Clayey,203.53329404687952,22.93771420400787,1,Variety A,36.80791774910758
North,24.75483313283261,477.1881655255287,Loamy,131.45614600486218,42.76936848409681,0,Variety A,27.008420230142697
East,26.633994549448904,667.9187091334411,Loamy,97.93405434756662,31.46102433573793,0,Variety B,36.215604628677895
North,33.145048016746344,306.2336736906494,Clayey,188.87432004240785,44.39762856733637,0,Variety B,16.591174073863883
North,25.80678962321254,423.2619160838032,Clayey,195.97982231528383,18.52141279373057,0,Variety C,22.14393157651227
North,23.026012185379518,690.8027631694613,Loamy,101.74840031126452,34.31113754427549,1,Variety C,37.61639180417341
East,22.382278093565716,338.87892031474814,Clayey,262.8514369728685,13.351638901930464,0,Variety A,15.846410153757136
North,24.813215793790302,702.4272921817061,Loamy,71.06609153896278,35.722439741601185,0,Variety C,37.63398142557102
West,20.45317615179693,374.3231818009724,Clayey,139.02327129160545,40.501361511021386,1,Variety A,20.217011848701027
North,25.14437861574505,435.6674969883161,Sandy,220.09610344063051,33.39723575914887,0,Variety A,22.33664011625016
West,24.73990155770993,834.032517469785,Sandy,118.53009095480016,20.64926005995241,0,Variety C,42.93128973704727
West,33.20763474322076,412.83620456675374,Sandy,256.91879869531795,11.253706754354669,1,Variety A,21.20017477906055
West,24.581994307045395,529.069160550127,Sandy,234.96695665010088,14.77795535857143,0,Variety B,26.709750286117263
East,15.37755919475575,623.2872845043472,Sandy,247.2557111370336,34.89211916296105,1,Variety C,30.210257812452248
East,38.36755485198239,545.3017299344023,Loamy,79.77663396917907,47.37680867370055,1,Variety B,33.09316437231114
East,29.784168655780483,551.0106697779153,Sandy,85.13678199888574,18.261376158880257,1,Variety C,30.453889594346773
North,35.41174372047792,488.69205120365314,Sandy,121.6184344361459,39.40104596420395,1,Variety A,27.562724309047816
West,19.21340006507758,239.55215819673543,Sandy,179.51929129939026,44.65804252996166,0,Variety C,11.151245189230329
East,23.89086609371854,569.6578660199517,Sandy,237.0040191748506,30.835287137900444,1,Variety B,29.62874481024508
East,28.3720062074716,353.50630859766915,Clayey,259.1327226902259,36.77063183374631,0,Variety A,16.857368021450284
North,27.681956861422297,655.1534434806354,Loamy,226.0838289892951,42.60061266704592,0,Variety C,32.01073062452392
East,26.53468853679776,774.4122847899371,Sandy,282.1492203826596,20.427006309623746,0,Variety C,37.42513902831072
North,14.001946407497227,138.88854771659692,Sandy,234.68587740398257,21.87582697072172,0,Variety C,4.954499924405684
South,16.43780271217843,774.7615654854209,Sandy,126.56697175115367,10.025100665138249,0,Variety B,39.54812666531312
East,32.58760054531936,417.7884416265913,Loamy,116.27032108464314,48.5237652359121,0,Variety B,23.843390339641093
South,33.47664766434845,473.8101555631055,Clayey,224.04811257527248,46.70179578385379,0,Variety C,24.95967084510822
North,24.466743542818023,317.52250949752204,Loamy,98.21764217240356,40.582730550377214,0,Variety A,18.27111251565436
West,31.95213737203191,537.6935458132554,Clayey,73.17870270256748,13.163040839065925,0,Variety A,30.62896232348195
East,19.88386116928351,513.3629766354811,Sandy,183.05571871404848,27.900115587980324,0,Variety B,25.70462296288637
North,21.0278697326566,715.38456505857,Sandy,255.4103924447388,14.075670158862112,1,Variety A,34.50795826367456
West,19.488598390684253,351.7213446739486,Loamy,75.34496061746589,10.636810690511943,1,Variety B,19.60475773893359
West,20.75040227155677,832.1604803875817,Loamy,247.9728309489323,34.647318608503895,1,Variety C,41.04136473738793
South,28.61348004761309,632.9428172617779,Clayey,252.89300108788703,48.433176683207535,0,Variety B,31.49294873536407
North,20.688238134682777,518.1937953550818,Clayey,170.5685000203859,46.114720937286,1,Variety B,26.847836320201523
West,36.19871519963933,463.8431272209018,Loamy,64.32757750262171,37.87019259741618,1,Variety C,27.12081283452592
East,27.30035303173719,438.68611057322994,Clayey,93.6474628117966,13.865623366594855,1,Variety A,25.39209162223337
East,30.422635232475443,451.7312451186991,Loamy,226.8565687904831,20.96656150689201,0,Variety B,23.906346844824995
South,27.449702914000365,533.6803913870947,Clayey,227.94448624773736,22.80226907541164,0,Variety B,26.81277687904445
West,31.0713482522964,458.2000078612536,Loamy,274.5888187919163,40.526002309822445,0,Variety C,22.23559355366595
North,20.660000002307264,371.8941086985026,Loamy,195.6715366386457,42.08996716940456,0,Variety A,18.71702768226118
East,32.23466769099778,534.8918589673405,Loamy,81.02684192844436,25.404244919596817,1,Variety B,30.295332956616356
West,25.704694427957183,332.74237625492253,Clayey,80.35372637624303,26.715359864704386,1,Variety C,19.51606416336891
West,31.046330554843696,564.4933802003494,Clayey,230.28308933920596,11.780361571046852,1,Variety B,29.449347322765043
South,17.80217973311908,455.3865929038517,Clayey,95.94616627697528,21.56546873675044,1,Variety C,25.625785057481156
East,25.902916033041816,639.3461818463688,Loamy,132.09637490415133,28.0514070871056,0,Variety A,33.84212402144239
East,25.726193583908326,697.8148421390954,Clayey,171.80300173047846,14.679321855410304,0,Variety A,35.040418906928146
North,21.903817675102797,697.7361120689477,Clayey,56.1912193940378,28.13069843020085,0,Variety A,38.13003744634478
East,26.56559414873632,563.6210112105252,Loamy,112.20475675498297,44.12703249031202,1,Variety A,32.12720592546896
North,32.69803424000757,586.966244153369,Sandy,151.97240212682,33.252840789002136,0,Variety B,31.456718507408663
East,21.519238205184397,435.44979477631296,Loamy,119.90907962330157,13.157194201536493,0,Variety B,23.437309079166347
South,29.80927178102469,635.5279376966695,Clayey,84.09258186689146,17.666852753210975,1,Variety A,35.13915566054114
East,19.36288471926746,658.1002721323447,Loamy,232.00306444904933,28.98177400634225,1,Variety A,32.9419177885097
North,35.5472229732123,186.5341692950944,Sandy,253.28691379199623,24.459485992872484,0,Variety A,9.48020075398872
North,28.923001592183542,575.6694391214528,Loamy,114.3697440359312,24.349080781843952,0,Variety B,31.89912818340667
South,33.62558666129286,773.6259615417734,Clayey,243.60487365157584,31.170697925743607,0,Variety A,38.842968996943874
East,28.36030259546884,428.7419410790431,Sandy,146.38839110032848,33.3758368635783,0,Variety A,23.516255225551955
East,26.953065888646808,385.0906047732241,Clayey,176.6714477135007,41.87446281104764,0,Variety A,20.393235750226093
South,28.96466470242959,416.0273077827361,Sandy,264.0002687232882,23.638662538499386,0,Variety C,21.195382294568653
East,24.31776268322914,199.02480143417463,Sandy,237.48842045060195,42.21865132162347,1,Variety A,10.337987624118634
East,16.91083047220839,525.1967908897822,Loamy,251.27921282904444,23.544449164505306,1,Variety C,26.11884199469152
North,27.236996732333964,505.9930880194503,Loamy,84.2112916465892,12.217319557649354,1,Variety C,28.89343999166271
East,21.22248332700123,539.4053665754602,Clayey,67.42985645843237,32.16750604019165,0,Variety A,29.658549382047344
East,19.491690423102987,583.1953242435604,Loamy,273.3511822719968,33.51609299579258,1,Variety C,28.12281622428077
South,28.18146584219305,340.4013195637047,Loamy,146.9585673927736,47.3816098248744,0,Variety A,18.513336613860474
South,23.60445762550153,554.6398398044088,Sandy,121.9699195174202,39.04245304249898,0,Variety B,29.918873754274124
West,30.138522033028448,588.6397319831459,Loamy,231.17406356545607,46.71090609977758,1,Variety B,29.97717836074928
North,21.055296156204648,402.3216538365936,Sandy,259.1038991449642,46.33388840972038,0,Variety B,19.095765845309785
East,22.64585511743087,584.0235996503945,Sandy,265.6224054745752,34.18296441032969,0,Variety B,28.580918368003267
East,30.75148013150697,516.1413252773483,Sandy,128.99928528130684,31.1104826134579,1,Variety C,29.594003026280447
West,26.39921330498804,373.762046111324,Clayey,263.0530978004185,32.297638686544,1,Variety A,18.64839172198913
East,17.6133597954693,556.5577392967353,Clayey,60.23348609358635,49.13323230708991,1,Variety A,31.31515675054499
North,26.288804414300557,441.8578513293561,Clayey,62.41537286492972,40.926707669878354,0,Variety A,25.844409425789674
West,32.406192742944015,639.4130548028775,Sandy,205.8797987935386,14.250636191695833,1,Variety B,33.40248749315702
North,22.607112776892663,452.1667239861925,Clayey,65.77659227888655,41.137136271256,1,Variety B,27.10741735863325
West,27.990288482264543,242.046883646988,Clayey,131.15229212754036,16.821521955929036,0,Variety A,13.990206086585577
West,20.753065424220477,553.3973971055302,Loamy,218.188996561731,27.894021960225025,1,Variety B,27.926893779538723
South,24.316083625152856,545.8806495662869,Clayey,134.31672401355658,18.41838688706137,1,Variety A,30.26636623725772
North,30.449177682252166,283.77257744046767,Clayey,94.89994536002398,37.58332262132919,1,Variety A,18.55027685444753
East,26.096158338774867,650.1072230870611,Sandy,120.3376554634604,45.09238944772142,0,Variety A,34.71538407797917
East,31.44634931357818,639.6441672270957,Sandy,164.39383306260794,21.61447541466724,0,Variety A,34.334175005380764
North,27.12651202113931,326.0039615050183,Sandy,168.8464638388706,13.280429648327504,0,Variety A,17.52393383236566
East,36.093698386004206,368.0747397880177,Sandy,245.7500578368005,21.93972392299853,0,Variety A,18.853766226115766
East,17.175433153903654,471.5984773940946,Sandy,237.53830735787813,36.894474317287774,1,Variety A,22.44030650137832
North,23.914033249695176,348.2295737924724,Sandy,164.20445113903378,23.150405102178,0,Variety B,18.8807336745521
West,19.577331033539743,628.0794369823356,Clayey,261.41683727469285,21.124486702152137,0,Variety A,30.547978672611126
North,19.918754127708752,529.794389865442,Sandy,78.55928464784895,17.377407623370598,1,Variety A,29.12646456530817
West,19.9640815309698,281.2885708223528,Sandy,113.83833755722536,29.900657074977342,1,Variety B,16.418119960062732
East,25.8386291102561,335.505817430142,Loamy,256.9941158755629,21.037953126287505,1,Variety B,18.04476567895742
East,26.131504674109337,737.5438354332803,Clayey,144.49850965653826,39.24041396557932,0,Variety B,39.17371319600287
East,27.13727962497558,807.1124755830831,Clayey,295.2953896984605,13.064896079688108,0,Variety A,38.71270197639307
South,19.38469719927724,607.7457952105017,Clayey,166.56332038195885,36.56132132445271,0,Variety C,31.49527421269533
West,23.37887590500855,457.7449489699373,Sandy,247.98390574094103,19.502400582710795,1,Variety C,22.31702603355356
South,20.17852680121816,412.0074175186847,Sandy,150.576760345593,29.57117044206413,1,Variety B,20.65907919321685
South,29.679407781358577,609.939883662201,Sandy,156.2383797656076,21.443596881250425,0,Variety C,32.3299612943007
North,20.64866224909513,515.1841068518974,Loamy,145.72078682104586,38.91074704043183,1,Variety B,28.19125656087996
South,23.93143924002059,177.9857105171247,Sandy,229.7689051277029,47.81228161006547,1,Variety A,9.895775327522706
North,27.80153220661553,706.3735965069661,Loamy,186.8794710149986,46.68307117879253,1,Variety C,37.04986121025622
North,21.921856627512177,769.1606534725738,Clayey,285.94452784209227,33.33704860576364,0,Variety A,36.66046307291312
South,28.46939222490327,647.4505065886397,Sandy,112.72257913352618,28.504412130279132,1,Variety C,35.708237811208114
West,32.98039867766575,281.6777610743584,Loamy,75.14068302086109,42.73202037757528,1,Variety A,18.24453417591182
West,25.948558643627628,372.6347100553321,Loamy,148.3153712748038,37.3330545051092,0,Variety C,20.003456095648637
West,29.508054572842035,128.45602772845774,Sandy,204.178176911694,17.342564568677314,0,Variety A,7.821044406625996
West,14.632895555318086,819.2096982791112,Clayey,265.1997342288737,42.83676854452001,1,Variety A,39.3567618950546
West,22.854740365760748,428.6522873481944,Clayey,136.54922167008192,27.15537557578841,1,Variety C,24.0507222488222
South,25.924504084644884,966.6578643299564,Clayey,213.4466877811154,17.559426398847005,0,Variety A,48.360316888358106
South,19.735174607998463,891.0460061815556,Loamy,137.54967025580476,21.271894015859697,0,Variety A,46.80407034217298
East,26.03824667702046,319.31471672621126,Loamy,204.3048957486145,20.70108120993369,1,Variety A,16.163145368897762
West,30.299702780295757,358.3464521193973,Loamy,271.2019867576627,30.768278984138405,1,Variety C,17.544868482993905
South,15.60219685994989,593.238068469424,Loamy,107.83941056485226,19.37480362711502,1,Variety C,31.487651031073984
East,19.05463567098076,149.09157922674592,Clayey,151.0604105267598,14.942659496063047,1,Variety A,7.846812366306144
West,25.92406635382093,412.3481765242876,Sandy,298.31629910743663,14.947634024550428,0,Variety A,17.957996408070162
North,27.30209864720024,392.3681997586543,Loamy,267.13925706236523,33.33104788556386,1,Variety C,18.51813090295013
East,28.69040187454825,870.2331883893416,Loamy,191.1599644740505,39.39037155397514,1,Variety C,44.9114557122854
South,25.55444739443884,532.2035771008912,Clayey,179.15689796356884,22.861320353533632,0,Variety A,27.44913063027501
North,27.307562025079044,443.0466044925608,Sandy,121.15009557617024,11.386028392560682,1,Variety A,25.126584256228977
North,29.51740354270341,373.7030534629398,Sandy,179.30235692338235,15.08899547748043,0,Variety A,19.95234514806151
North,22.92770949114837,678.8099194649589,Clayey,262.0453745699868,46.58778241348229,1,Variety B,33.642117663218464
East,21.957069569967896,400.6578352139184,Clayey,221.29362831944516,29.74174638357812,1,Variety C,20.077617944084604
South,24.157466845325654,489.9434051275,Sandy,122.51100704449664,28.14291238460699,0,Variety B,26.820104678753477
North,25.997439711387067,372.1752955056071,Loamy,100.36598026338324,11.521967132403637,0,Variety C,21.49834414273816
West,21.70863278399341,196.49257359692115,Sandy,116.30213424920728,39.14548089267596,1,Variety C,12.006102963332497
North,23.03121341763394,300.79297445946725,Clayey,92.43980034820665,31.12272323728316,1,Variety C,18.260479775108816
North,26.98850885253648,399.6056585270613,Loamy,73.91017400592898,18.08323744346083,1,Variety C,23.6056073635138
East,25.788753905148575,447.34903394727417,Loamy,154.78404361051375,14.402950407242288,0,Variety C,23.08948325797174
East,24.073314385921208,456.1152148152986,Clayey,78.32490109956692,25.335514545279946,1,Variety C,26.598842478057023
South,16.294653449686756,482.21605989624754,Clayey,92.97813943177609,43.48647856780103,0,Variety C,25.42729752784632
