id,soil_ph,soil_moisture,avg_temperature,total_rainfall,fertilizer_amount,pesticide_usage,sunlight_hours,nitrogen_content,phosphorus_content,potassium_content,irrigation_frequency,yield_tpha,harvest_month,rainfall_to_temp_ratio,fertilizer_nitrogen_interaction,crop_type_Barley,crop_type_Corn,crop_type_Rice,crop_type_Soybean,crop_type_Wheat,region_Central,region_East,region_North,region_South,region_West,season_Autumn,season_Spring,season_Summer
4735,8.23,31.19,27.68,1196.14,115.34,6.66,2173.27,2.77,0.94,1.09,1,5.74,9,43.21315028901734,319.4918,False,True,False,False,False,False,False,False,False,True,False,False,True
2654,4.67,17.75,29.97,497.2,94.95,7.25,2658.57,0.59,0.91,0.63,3,4.79,3,16.589923256589923,56.0205,False,False,False,True,False,False,False,True,False,False,False,False,True
865,5.53,18.59,33.12,577.89,242.86,12.03,2569.58,1.43,0.96,1.45,2,7.42,5,17.44836956521739,347.2898,False,False,False,False,True,False,False,False,True,False,True,False,False
2281,7.63,34.2,15.95,606.78,262.61,9.83,1974.09,2.54,1.17,0.73,6,8.1,1,38.042633228840124,667.0294,False,False,False,False,True,True,False,False,False,False,False,True,False
908,5.56,30.13,21.79,593.37,129.65,12.02,2841.68,0.9,1.21,1.43,2,6.13,11,27.231298760899495,116.685,False,True,False,False,False,False,False,True,False,False,True,False,False
1909,7.96,12.92,31.75,1123.81,162.57,6.1,2706.65,2.12,1.03,1.1,6,6.23,8,35.3955905511811,344.6484,False,False,True,False,False,False,False,False,False,True,False,True,False
3618,7.82,11.88,28.89,1136.36,292.73,12.32,1210.51,2.91,1.04,1.67,5,7.93,11,39.334025614399444,851.8443000000001,False,False,False,False,True,False,False,False,False,True,False,True,False
3554,4.94,46.27,17.51,1058.25,188.83,6.59,2485.46,1.66,0.51,1.17,2,6.98,12,60.43689320388349,313.4578,False,False,False,False,True,False,False,True,False,False,False,True,False
835,5.24,44.33,22.27,542.33,78.01,13.0,2476.2,1.24,0.97,1.5,3,5.19,1,24.352492141894928,96.73240000000001,False,False,False,False,True,False,False,True,False,False,False,False,True
358,7.36,18.98,19.84,478.44,145.78,2.94,1687.46,1.08,0.2,1.47,3,6.65,10,24.114919354838708,157.44240000000002,True,False,False,False,False,False,False,False,True,False,True,False,False
4035,8.18,19.69,21.03,527.31,73.46,8.04,1771.85,1.94,1.04,1.56,5,4.9,4,25.07417974322396,142.51239999999999,True,False,False,False,False,False,False,False,False,True,True,False,False
299,7.51,40.48,32.9,1104.0,138.82,5.66,2119.79,2.72,0.78,1.2,6,6.74,5,33.556231003039514,377.5904,False,True,False,False,False,True,False,False,False,False,False,False,True
1003,7.72,30.07,13.89,514.83,134.46,0.31,2356.15,1.32,1.46,1.27,4,7.1,10,37.06479481641469,177.48720000000003,True,False,False,False,False,False,False,False,False,True,False,False,True
382,6.32,17.23,15.2,793.57,254.74,4.43,2042.11,2.73,0.32,1.46,2,8.08,11,52.208552631578954,695.4402,False,False,False,True,False,False,True,False,False,False,False,False,True
941,8.33,42.16,18.83,358.99,72.93,2.28,2360.01,0.97,1.19,0.88,2,4.7,6,19.064790228359005,70.74210000000001,True,False,False,False,False,False,True,False,False,False,False,True,False
1684,4.99,41.59,21.23,1118.17,150.27,9.9,1034.51,2.72,0.6,1.21,4,5.66,4,52.66933584550165,408.73440000000005,False,False,True,False,False,False,False,False,True,False,False,True,False
761,7.11,33.56,18.95,1197.08,79.52,3.34,2845.7,2.4,0.51,1.29,6,6.18,11,63.170448548812665,190.84799999999998,False,False,True,False,False,True,False,False,False,False,True,False,False
1650,4.99,20.8,22.05,1006.51,234.12,11.58,1871.9,2.65,0.4,1.05,4,5.7,4,45.64671201814059,620.418,False,False,False,False,True,False,False,True,False,False,False,False,True
2387,6.04,33.29,13.82,285.84,60.06,1.6,2793.36,0.7,0.72,0.5,3,4.39,5,20.683068017366132,42.042,False,False,False,False,True,True,False,False,False,False,True,False,False
1864,5.53,19.58,17.14,770.29,143.51,3.81,1940.78,1.38,1.13,1.56,4,6.76,8,44.94107351225204,198.04379999999998,False,False,False,True,False,False,True,False,False,False,False,True,False
1839,7.82,12.46,14.42,755.11,145.27,12.05,2014.04,1.51,1.03,1.69,5,5.28,2,52.36546463245492,219.35770000000002,False,False,False,True,False,False,False,False,True,False,False,True,False
1840,8.01,43.7,29.42,703.39,277.21,4.25,2590.73,1.5,1.31,0.76,1,8.33,9,23.90856560163154,415.81499999999994,False,True,False,False,False,False,False,True,False,False,False,False,True
3628,5.81,37.95,26.53,1050.48,253.29,7.95,2535.23,1.16,0.96,1.79,1,8.07,5,39.595929136826236,293.8164,True,False,False,False,False,False,False,False,True,False,True,False,False
1402,6.19,44.59,17.68,298.81,82.34,12.88,2732.59,2.77,1.25,0.85,1,5.35,8,16.90101809954751,228.08180000000002,False,False,False,False,True,False,False,False,True,False,False,False,True
4661,4.56,33.08,32.55,511.11,225.17,12.11,2059.7,1.24,0.25,1.79,2,5.9,1,15.702304147465439,279.2108,False,True,False,False,False,False,False,True,False,False,False,False,True
4094,7.79,49.45,32.07,1106.16,276.31,14.96,2004.8,1.89,0.93,1.64,5,7.58,8,34.49204864359214,522.2259,False,False,False,True,False,False,False,False,True,False,False,False,True
4212,7.32,35.5,34.76,255.19,62.16,13.24,1093.26,1.07,0.7,0.74,4,4.2,2,7.341484464902186,66.5112,False,True,False,False,False,False,False,True,False,False,False,True,False
3985,5.48,23.28,30.9,772.33,175.0,2.09,1192.07,1.09,0.7,1.78,4,6.93,2,24.994498381877026,190.75,False,False,False,True,False,False,False,True,False,False,False,True,False
1188,7.01,18.67,30.19,851.28,299.93,5.98,1820.5,1.07,0.38,0.78,3,7.37,10,28.197416363034115,320.92510000000004,False,True,False,False,False,False,False,True,False,False,True,False,False
2787,5.85,23.48,29.73,402.49,214.54,11.38,1950.17,1.7,1.28,1.94,1,6.21,3,13.538176925664311,364.71799999999996,False,False,False,True,False,False,False,False,False,True,True,False,False
4280,5.84,13.46,11.36,247.04,93.96,8.54,2760.26,1.93,1.03,1.46,6,5.05,4,21.746478873239436,181.34279999999998,False,False,False,False,True,False,False,False,False,True,False,False,True
3599,5.35,27.98,19.99,645.09,249.3,7.96,1825.66,2.59,0.44,1.12,1,6.41,10,32.27063531765884,645.687,True,False,False,False,False,False,False,False,True,False,False,False,True
3201,7.08,15.67,21.55,180.1,105.79,7.95,1809.02,1.3,1.47,1.69,4,5.17,2,8.357308584686775,137.52700000000002,False,False,False,False,True,False,True,False,False,False,False,False,True
108,7.86,15.16,33.34,858.44,154.04,11.3,2775.08,1.95,0.89,1.89,6,5.21,9,25.748050389922014,300.378,False,False,False,False,True,False,False,False,False,True,False,False,True
4182,7.51,42.91,11.56,392.76,282.5,0.27,2272.11,2.99,1.37,1.25,2,8.29,10,33.9757785467128,844.6750000000001,True,False,False,False,False,False,False,True,False,False,False,False,True
1634,7.61,20.29,24.91,228.2,215.12,10.59,1599.73,2.14,1.02,1.62,4,6.04,3,9.16097952629466,460.3568,False,False,False,False,True,False,True,False,False,False,False,True,False
58,4.65,35.12,30.01,276.68,253.81,7.86,2212.16,1.81,0.47,1.62,1,7.12,5,9.219593468843719,459.3961,False,False,False,True,False,True,False,False,False,False,False,False,True
76,7.25,27.27,16.01,493.68,63.49,13.66,2737.82,0.91,1.19,1.87,2,5.18,8,30.83572767020612,57.77590000000001,False,False,False,True,False,False,False,False,False,True,True,False,False
796,6.32,10.02,27.92,260.03,195.01,10.15,1925.5,0.77,0.37,1.16,3,6.27,4,9.313395415472778,150.1577,False,False,False,False,True,True,False,False,False,False,False,True,False
368,4.81,27.83,11.06,460.56,248.9,6.36,2537.19,1.86,0.91,1.24,6,6.7,2,41.64195298372513,462.954,True,False,False,False,False,True,False,False,False,False,False,True,False
2086,6.81,13.32,24.07,563.72,177.45,2.75,2107.01,1.03,0.39,1.05,1,6.47,10,23.42002492729539,182.77349999999998,False,False,False,False,True,False,True,False,False,False,True,False,False
785,7.85,47.96,33.38,276.23,188.07,4.14,2006.25,2.2,0.97,0.79,6,6.81,9,8.275314559616536,413.754,False,True,False,False,False,True,False,False,False,False,True,False,False
4072,7.44,28.38,21.4,516.19,238.48,5.35,1258.04,1.26,1.47,1.71,5,6.7,6,24.12102803738318,300.4848,False,True,False,False,False,False,True,False,False,False,False,True,False
1721,5.73,10.01,13.6,367.48,127.42,10.17,2029.63,1.46,1.33,1.15,1,5.01,3,27.02058823529412,186.0332,False,False,False,True,False,False,False,False,False,True,True,False,False
1765,4.98,23.89,17.22,649.34,218.47,11.03,1951.42,2.32,0.29,0.93,5,6.21,1,37.70847851335657,506.8504,False,False,False,False,True,False,False,False,False,True,False,False,True
2951,7.32,20.31,12.48,1030.3,86.02,2.77,2224.2,1.5,1.44,1.39,4,5.66,9,82.55608974358974,129.03,True,False,False,False,False,False,False,False,True,False,True,False,False
3291,7.01,22.77,19.85,767.35,85.4,10.71,2158.71,1.09,0.31,1.38,4,4.53,7,38.65743073047859,93.08600000000001,False,False,True,False,False,True,False,False,False,False,True,False,False
1505,6.99,45.25,13.04,897.4,160.25,0.89,2863.59,2.26,1.15,1.04,2,7.35,2,68.81901840490798,362.16499999999996,False,False,False,False,True,True,False,False,False,False,False,False,True
121,6.59,15.07,12.21,733.5,149.78,10.24,1603.19,1.49,0.67,0.98,6,5.78,11,60.07371007371007,223.1722,False,True,False,False,False,False,False,False,False,True,False,True,False
3867,6.03,25.29,31.78,905.58,279.53,8.33,1780.55,2.58,0.79,1.67,3,7.63,6,28.49528005034613,721.1873999999999,False,False,False,False,True,False,False,False,False,True,False,True,False
2222,5.86,20.6,23.43,876.65,103.67,8.2,2277.33,0.71,0.22,0.78,5,5.94,4,37.41570635936833,73.6057,False,False,True,False,False,False,False,False,True,False,False,True,False
3390,6.32,26.95,14.34,594.38,263.36,14.27,1433.79,1.57,0.67,0.9,3,7.68,11,41.449093444909344,413.47520000000003,True,False,False,False,False,False,True,False,False,False,False,True,False
910,7.81,46.33,19.21,1172.21,223.74,1.18,2897.62,0.6,0.34,0.78,6,8.06,1,61.02082248828735,134.244,False,False,False,False,True,False,False,True,False,False,False,True,False
124,6.95,39.0,18.99,916.4,65.5,11.69,2485.97,1.28,1.14,0.6,5,5.58,9,48.25697735650343,83.84,False,False,False,False,True,False,False,False,True,False,True,False,False
1935,6.09,48.12,18.88,1152.34,243.49,11.18,2456.6,1.79,1.21,1.62,3,8.1,4,61.034957627118644,435.8471,False,False,False,True,False,False,False,False,False,True,True,False,False
1257,5.0,24.22,12.78,742.07,279.4,7.8,2113.19,2.69,1.3,1.01,3,7.66,12,58.06494522691707,751.5859999999999,False,True,False,False,False,False,False,False,True,False,False,False,True
3864,6.46,43.03,20.06,262.96,164.01,5.5,2562.55,2.36,0.37,1.7,5,6.73,8,13.108673978065802,387.06359999999995,False,False,False,True,False,False,False,False,False,True,False,False,True
3407,4.75,28.37,13.52,149.62,215.54,14.66,2087.02,2.13,0.46,1.26,6,6.7,4,11.06656804733728,459.1002,False,False,True,False,False,False,True,False,False,False,False,False,True
3150,7.19,15.1,20.89,1073.31,199.79,5.91,2052.71,2.65,0.93,1.63,3,6.84,4,51.37912876974629,529.4435,False,False,True,False,False,False,False,False,False,True,False,False,True
1178,5.2,20.28,17.29,769.21,198.18,4.76,1206.28,1.14,0.36,1.65,5,6.6,9,44.488721804511286,225.9252,False,False,False,False,True,False,True,False,False,False,False,False,True
3231,5.24,18.01,12.83,1078.96,158.99,11.06,1812.32,2.4,0.48,1.49,3,5.99,3,84.09664848012471,381.576,False,False,False,True,False,False,False,False,True,False,True,False,False
4665,8.35,32.53,34.71,1168.09,261.72,2.53,2788.38,1.16,1.2,1.79,4,7.02,12,33.65283779890521,303.59520000000003,False,False,False,False,True,False,False,True,False,False,False,False,True
442,5.13,20.53,26.29,615.28,141.98,8.65,1478.31,1.62,1.1,1.23,5,4.58,3,23.403575503993913,230.0076,False,False,False,True,False,False,True,False,False,False,False,False,True
4036,8.05,14.74,23.28,110.87,293.08,1.17,2245.58,2.92,1.38,0.94,2,7.07,4,4.76245704467354,855.7936,False,False,True,False,False,False,False,True,False,False,True,False,False
3116,6.04,28.5,34.04,483.67,254.15,14.37,1587.64,0.65,0.76,1.04,4,6.69,6,14.208871915393654,165.19750000000002,True,False,False,False,False,False,False,False,True,False,False,True,False
925,7.74,24.0,33.1,270.91,229.03,3.6,2505.03,2.7,0.63,1.48,3,6.74,8,8.184592145015106,618.3810000000001,False,False,False,False,True,False,False,False,False,True,False,True,False
1921,6.09,16.59,19.4,728.91,87.68,4.85,1587.79,0.87,1.35,0.75,6,5.56,3,37.572680412371135,76.28160000000001,False,False,False,True,False,True,False,False,False,False,False,True,False
2753,6.58,16.67,13.43,1122.83,59.89,5.96,2894.36,2.48,0.81,0.89,1,5.51,4,83.60610573343261,148.5272,False,False,False,False,True,False,True,False,False,False,True,False,False
1411,5.14,46.36,32.7,549.11,67.69,1.35,2382.61,0.74,0.39,1.59,3,5.56,3,16.79235474006116,50.090599999999995,False,False,False,False,True,False,False,False,True,False,False,True,False
3886,5.06,26.48,22.66,1194.16,165.43,14.88,2938.28,0.51,0.42,0.93,3,5.52,12,52.699029126213595,84.36930000000001,False,False,False,False,True,False,False,False,False,True,False,False,True
1545,6.84,23.25,12.54,445.96,77.21,0.68,2255.17,0.6,0.6,0.62,4,4.86,8,35.56299840510367,46.32599999999999,True,False,False,False,False,False,False,False,True,False,True,False,False
1964,6.24,42.98,26.55,944.37,160.05,13.85,2178.14,1.92,0.56,0.57,6,5.8,6,35.56949152542373,307.296,False,False,False,False,True,False,True,False,False,False,False,True,False
1227,6.91,27.8,13.86,153.78,154.17,13.85,2324.82,0.8,0.8,0.62,6,3.92,7,11.095238095238095,123.336,False,False,True,False,False,True,False,False,False,False,True,False,False
3353,6.27,11.68,29.55,705.15,137.39,2.01,1247.05,2.0,1.16,1.51,2,6.84,2,23.86294416243655,274.78,False,True,False,False,False,False,True,False,False,False,False,True,False
4108,5.34,23.56,31.47,1130.87,155.74,14.52,1861.78,1.4,0.48,0.79,1,5.46,3,35.93485859548776,218.036,False,False,True,False,False,True,False,False,False,False,True,False,False
3119,5.54,32.4,20.87,277.19,148.66,4.19,1532.52,2.75,1.19,0.75,5,6.23,12,13.281744130330617,408.815,False,False,False,True,False,False,False,False,True,False,False,False,True
324,5.25,29.62,13.07,791.49,267.28,2.07,2080.26,1.29,0.93,1.28,2,7.25,5,60.557765876052024,344.79119999999995,False,False,True,False,False,False,False,False,True,False,False,True,False
2874,7.73,19.43,23.59,1145.36,213.73,5.08,2377.06,2.91,1.33,0.9,3,6.33,2,48.55277660025434,621.9543,False,True,False,False,False,False,False,False,True,False,False,False,True
1739,5.6,35.6,14.93,603.21,86.11,11.57,2489.45,1.83,1.24,1.46,5,5.48,5,40.4025452109846,157.5813,True,False,False,False,False,False,False,False,True,False,False,False,True
1675,7.33,35.58,12.32,1023.34,216.09,5.08,1908.69,0.9,0.47,1.86,6,7.59,12,83.06331168831169,194.481,False,False,True,False,False,True,False,False,False,False,True,False,False
3074,5.15,42.56,18.87,259.49,263.4,0.08,1537.64,1.88,0.51,1.52,4,7.85,7,13.751457339692633,495.19199999999995,True,False,False,False,False,True,False,False,False,False,False,True,False
4011,8.03,44.69,26.42,413.15,204.65,9.27,2595.5,2.07,1.43,1.67,2,6.26,1,15.637774413323237,423.6255,False,True,False,False,False,False,True,False,False,False,False,False,True
1498,8.4,19.73,22.29,620.28,91.45,0.53,2556.89,2.56,0.97,1.65,4,5.55,9,27.827725437415882,234.11200000000002,True,False,False,False,False,True,False,False,False,False,True,False,False
1502,4.87,17.62,14.9,1014.89,125.57,11.46,2248.04,1.05,0.55,1.87,2,5.58,1,68.11342281879195,131.8485,False,False,False,True,False,False,True,False,False,False,False,True,False
1006,7.42,36.01,22.69,1163.37,81.7,9.19,2067.69,2.47,0.83,0.92,1,4.86,4,51.27236668135742,201.79900000000004,False,False,True,False,False,False,False,True,False,False,False,False,True
4147,5.85,13.1,12.84,655.09,233.11,4.62,2777.68,0.78,0.45,1.53,5,7.59,6,51.019470404984425,181.82580000000002,False,False,False,False,True,False,False,True,False,False,True,False,False
3114,6.25,39.78,30.44,1024.45,210.69,5.41,2868.59,2.24,1.34,1.74,6,7.57,2,33.65473061760841,471.9456,False,False,False,False,True,False,False,True,False,False,False,False,True
3276,5.54,20.06,23.17,421.4,137.27,13.45,2635.89,1.42,0.34,1.34,2,5.92,11,18.187311178247732,194.92340000000002,False,False,False,True,False,False,False,False,True,False,False,True,False
1467,6.42,48.1,29.56,1067.47,291.22,9.87,2686.31,0.81,0.76,1.09,5,8.0,5,36.11197564276049,235.88820000000004,False,False,False,False,True,False,False,False,True,False,False,False,True
1225,6.67,16.69,17.24,406.44,52.7,11.04,2699.05,2.27,0.5,1.85,3,4.14,6,23.5754060324826,119.629,False,True,False,False,False,False,False,True,False,False,False,False,True
2123,6.9,11.72,17.03,164.4,153.05,8.7,1979.85,1.9,0.22,0.63,6,6.11,5,9.653552554315914,290.795,False,False,False,True,False,True,False,False,False,False,False,False,True
1844,5.53,35.53,30.02,778.53,110.02,11.97,1030.68,1.67,0.54,0.92,5,4.94,7,25.93371085942705,183.7334,False,False,True,False,False,False,False,False,False,True,False,True,False
1216,7.82,33.02,10.4,501.35,172.88,12.42,1365.2,2.49,0.73,1.24,3,5.87,8,48.20673076923077,430.4712,True,False,False,False,False,False,False,False,False,True,False,False,True
3849,6.99,19.06,31.37,151.65,137.25,4.54,2783.44,0.9,0.67,1.74,1,6.03,11,4.834236531718203,123.525,False,False,True,False,False,False,True,False,False,False,False,False,True
420,5.38,20.02,24.14,930.88,276.22,12.65,2594.89,1.82,1.23,1.53,4,7.34,2,38.56172328086164,502.72040000000004,False,False,False,False,True,False,True,False,False,False,False,False,True
3609,5.86,41.57,33.3,1085.47,164.48,9.16,2472.79,1.85,0.46,1.34,2,6.71,1,32.596696696696704,304.288,False,False,False,True,False,False,True,False,False,False,False,False,True
6,8.13,45.11,31.06,347.48,122.62,12.78,2507.66,1.17,1.07,0.86,2,4.07,10,11.187379265936897,143.4654,False,False,False,False,True,False,False,True,False,False,True,False,False
932,7.13,41.94,11.88,504.88,243.75,11.13,2637.92,0.64,1.4,1.65,5,7.0,1,42.4983164983165,156.0,False,False,False,False,True,False,False,True,False,False,False,False,True
439,7.6,48.01,18.25,990.62,127.81,14.74,2170.57,1.54,0.74,1.51,2,5.05,3,54.28054794520548,196.8274,False,False,False,True,False,False,True,False,False,False,False,True,False
1313,6.02,16.66,26.17,1178.07,81.78,6.61,1908.24,2.85,0.46,0.79,1,5.31,9,45.01604891096675,233.073,False,False,True,False,False,False,False,False,True,False,True,False,False
678,6.69,13.32,27.89,667.93,114.23,13.84,2223.72,0.52,0.29,1.43,5,5.46,9,23.948727142344925,59.39960000000001,False,False,False,True,False,False,False,True,False,False,True,False,False
3138,7.15,23.49,24.53,893.62,190.1,12.72,1491.0,1.88,0.8,0.68,6,5.34,7,36.42967794537301,357.388,True,False,False,False,False,True,False,False,False,False,False,True,False
1609,8.3,20.77,15.97,815.19,278.83,6.07,2540.55,1.04,1.43,1.36,3,8.26,12,51.045084533500315,289.9832,True,False,False,False,False,False,False,False,True,False,True,False,False
2124,4.94,30.55,23.49,1196.52,246.51,8.83,1785.06,2.16,1.2,0.6,6,7.31,3,50.93742017879949,532.4616,False,False,False,False,True,True,False,False,False,False,False,True,False
4451,6.42,21.79,13.42,917.65,84.89,9.67,1229.69,0.67,0.9,1.81,4,4.94,7,68.37928464977645,56.8763,False,False,False,False,True,True,False,False,False,False,False,True,False
3832,7.69,43.51,24.92,437.44,229.1,0.33,2343.81,1.03,0.36,1.56,4,7.74,1,17.553772070626003,235.973,False,False,False,True,False,False,False,False,False,True,False,False,True
4701,7.71,27.93,29.28,498.15,175.25,1.08,1160.53,2.55,1.06,1.29,6,6.34,1,17.013319672131146,446.8875,False,False,False,True,False,True,False,False,False,False,True,False,False
4151,6.09,48.63,25.28,1088.47,125.46,9.92,2331.45,2.37,0.5,1.12,2,6.7,6,43.0565664556962,297.3402,False,False,False,True,False,False,False,False,False,True,False,True,False
2284,4.88,46.86,12.43,1017.07,60.48,0.45,1829.87,1.11,1.42,0.85,3,5.52,4,81.82381335478681,67.1328,False,False,True,False,False,False,False,True,False,False,False,True,False
2379,7.23,40.51,14.52,511.91,255.06,14.01,1587.55,1.23,1.38,2.0,1,7.14,9,35.25550964187328,313.7238,False,False,False,False,True,False,False,True,False,False,False,True,False
4603,7.85,31.9,19.96,788.21,247.21,8.41,1370.03,2.78,1.49,0.86,2,7.42,12,39.48947895791583,687.2438,False,True,False,False,False,False,True,False,False,False,False,False,True
4081,5.97,24.67,22.13,1037.88,265.28,1.05,1070.27,2.42,0.58,1.33,6,7.86,1,46.89923181201989,641.9775999999999,False,True,False,False,False,False,False,False,False,True,True,False,False
2468,8.24,33.35,17.63,295.83,83.66,11.85,2762.29,1.13,0.25,1.64,6,4.94,9,16.779920589903572,94.53579999999998,True,False,False,False,False,False,False,False,True,False,True,False,False
194,7.81,48.69,14.43,1122.67,230.95,12.09,1688.49,1.83,1.39,1.63,2,7.31,8,77.80110880110881,422.6385,True,False,False,False,False,False,False,False,False,True,True,False,False
1474,8.38,32.21,28.64,852.11,243.39,6.39,1848.18,1.78,1.01,1.44,3,6.55,5,29.75244413407821,433.2342,False,False,False,False,True,True,False,False,False,False,False,False,True
3876,7.71,15.75,10.43,525.95,130.64,9.85,2891.24,0.69,0.68,1.57,4,5.05,3,50.42665388302973,90.14159999999998,False,False,False,False,True,True,False,False,False,False,False,True,False
1211,6.1,47.3,34.04,238.58,118.23,10.88,1500.15,2.04,0.53,1.39,6,5.32,11,7.008813160987074,241.1892,False,True,False,False,False,False,True,False,False,False,False,False,True
2312,6.85,49.92,18.49,904.7,108.4,13.2,2376.63,2.71,1.36,1.95,4,4.43,5,48.92915089237426,293.764,False,False,True,False,False,True,False,False,False,False,False,False,True
3752,8.36,20.45,21.8,169.33,159.12,14.06,1731.28,1.3,0.69,1.0,2,5.88,4,7.767431192660551,206.85600000000002,False,False,True,False,False,False,False,True,False,False,False,False,True
4422,4.69,32.63,28.29,533.97,202.54,9.45,1848.1,1.81,0.83,1.97,4,5.68,10,18.87486744432662,366.5974,True,False,False,False,False,False,False,False,False,True,False,False,True
2528,6.53,29.07,15.66,455.9,79.57,5.39,1449.43,1.64,0.45,1.14,5,5.26,10,29.112388250319285,130.49479999999997,False,True,False,False,False,False,False,False,False,True,True,False,False
2078,4.53,42.36,17.31,808.5,106.63,3.22,2787.94,2.12,1.35,1.01,3,5.44,4,46.70710571923744,226.0556,False,True,False,False,False,False,False,False,False,True,True,False,False
4050,5.37,10.33,23.45,952.66,55.29,14.61,2754.43,2.04,1.02,1.97,5,5.11,8,40.62515991471216,112.7916,False,False,False,True,False,False,False,True,False,False,True,False,False
1130,5.69,43.09,23.31,467.6,174.79,6.89,1474.14,1.68,0.54,1.6,4,7.16,6,20.060060060060064,293.6472,True,False,False,False,False,False,False,False,False,True,False,True,False
1461,5.34,12.47,26.69,785.71,72.53,3.48,2599.22,2.14,0.65,1.03,1,3.6,12,29.438366429374298,155.2142,False,False,False,True,False,False,False,False,True,False,True,False,False
276,8.18,11.68,20.87,546.16,148.16,8.18,2676.69,0.66,1.4,0.97,5,6.27,8,26.16962146621945,97.7856,True,False,False,False,False,False,False,False,False,True,True,False,False
4651,5.37,32.21,14.28,774.19,55.89,2.88,1291.42,2.89,0.74,1.73,6,4.89,7,54.214985994397765,161.5221,True,False,False,False,False,True,False,False,False,False,True,False,False
4044,4.61,29.37,24.35,363.0,54.03,12.28,1288.76,2.8,0.47,1.74,4,4.77,11,14.90759753593429,151.284,True,False,False,False,False,False,False,False,True,False,False,True,False
3938,7.37,49.94,30.85,803.83,230.37,12.23,2638.24,0.73,1.03,1.27,5,7.25,8,26.056077795786063,168.1701,False,False,True,False,False,True,False,False,False,False,False,False,True
1302,7.76,11.25,22.82,755.0,231.07,7.39,2412.82,1.17,0.39,1.94,4,7.43,11,33.08501314636284,270.3519,False,False,False,True,False,False,False,False,True,False,False,False,True
2804,6.49,44.36,32.93,860.79,78.25,1.12,1056.41,2.09,0.2,0.94,5,6.26,10,26.13999392651078,163.5425,False,False,True,False,False,False,True,False,False,False,False,True,False
222,8.37,14.6,14.24,1165.63,98.7,11.79,1699.07,2.35,1.03,1.12,4,5.27,9,81.8560393258427,231.94500000000002,True,False,False,False,False,False,False,False,True,False,False,True,False
4479,5.05,17.35,26.95,228.49,127.2,6.65,1763.06,0.81,0.71,1.19,6,5.04,7,8.478293135435994,103.03200000000001,True,False,False,False,False,False,False,False,False,True,False,True,False
1694,7.33,45.9,11.55,150.08,155.65,14.82,1682.68,2.08,0.73,0.93,2,6.13,11,12.993939393939394,323.752,False,False,False,True,False,False,True,False,False,False,False,True,False
573,7.67,42.05,29.57,789.0,186.07,0.87,1012.64,1.58,0.81,0.58,2,6.91,11,26.682448427460262,293.99060000000003,True,False,False,False,False,False,False,False,False,True,True,False,False
