id,soil_ph,soil_moisture,avg_temperature,total_rainfall,fertilizer_amount,pesticide_usage,sunlight_hours,nitrogen_content,phosphorus_content,potassium_content,irrigation_frequency,crop_type,region,season,harvest_date,field_id,Year,Item,area_harvested,production,yield
13,7.605651842967987,37.73603413716176,31.781822690434865,603.5243041204192,75.93754423013348,10.360197932737451,1985.435802283936,1.8999822732035223,0.8070361153314238,1.0353004989009524,2,Rice,East,Autumn,2021-01-28,F0385,2021,Rice,46449121.0,195241449.38,4203.3
14,6.817257866647752,25.87551912899676,26.5096610067836,709.4187210183807,209.0564668579075,2.8882064665257694,2269.695468379142,1.1860492968629677,0.4569190062601213,0.6397992119024314,4,Wheat,Central,Autumn,2021-10-11,F0381,2021,Wheat,31125160.0,109586500.0,3520.8
15,8.303090830925353,34.26048901292876,27.481068381136847,1054.6107051045065,139.74947914240357,9.747330929517368,1709.103345776924,2.739853786618261,1.4864817941200312,1.2649585885024508,5,Wheat,East,Spring,2021-12-09,F0008,2021,Wheat,31125160.0,109586500.0,3520.8
16,7.56425910614121,47.44502286160539,34.23930129591396,345.21074785442454,110.57624867412687,13.823468636060172,2447.0250361785647,1.6398002180566704,0.7636662437665582,1.8548208909031247,4,Barley,South,Spring,2021-10-27,F0241,2021,Barley,592470.0,1656340.0,2795.7
17,8.481686051701825,10.174959291320372,28.016908977312955,716.7675992106927,239.21993812017,2.915377041741429,2515.6098536526497,1.0755896332746866,0.3623074401654289,1.476370413755289,6,Rice,East,Spring,2021-11-29,F0444,2021,Rice,46449121.0,195241449.38,4203.3
18,5.500971592658381,11.171977724136736,34.25143400095173,276.29325894464563,215.00324855211508,13.906611911183806,1973.4069518525275,1.468088140912021,1.4352587739647995,1.2239683586269727,6,Corn,West,Summer,2021-09-10,F0038,2021,Maize (corn),9921097.0,32772407.24,3303.3
19,5.246074041599417,49.46277963117306,28.83033596847193,725.9805151490812,247.40906316185072,12.755701745720105,1077.4729773773252,1.315835170455261,0.3567091753416275,0.7375623729266589,2,Wheat,West,Spring,2021-10-23,F0370,2021,Wheat,31125160.0,109586500.0,3520.8
20,6.035564885492846,37.16686798151972,12.28272193945402,104.31866268819196,60.21011073749709,1.2314208988616115,1396.781902974613,0.696147501352183,1.187513324711062,1.4072119232669449,5,Corn,South,Autumn,2021-05-02,F0377,2021,Maize (corn),9921097.0,32772407.24,3303.3
21,7.248937373842732,12.343635508405416,29.464429673331672,598.5553816099201,56.15325140085657,11.136702882265668,1081.0929432969572,2.004631331081451,0.7587860582768224,1.3715318202252187,1,Corn,North,Spring,2021-03-21,F0107,2021,Maize (corn),9921097.0,32772407.24,3303.3
22,5.609858718899816,28.036146123725928,11.10738577492481,437.9804792416922,224.68497683248725,13.422236250914027,1573.537921131052,1.2098422588318762,0.6545394001461442,1.2845838060857653,6,Corn,Central,Spring,2021-10-23,F0159,2021,Maize (corn),9921097.0,32772407.24,3303.3
23,5.037099403609102,16.575707373136567,33.15568625514575,496.3010917063117,135.93539572200922,6.135017116208591,2682.423673812029,2.192947868594389,0.7219093505132228,1.043993008994921,3,Barley,North,Spring,2021-11-14,F0008,2021,Barley,592470.0,1656340.0,2795.7
24,6.903168597358476,11.215896592461046,20.674159854775237,1051.3171960341335,98.0830924098692,6.954329586008395,1878.2223880011768,1.3263012481962968,0.6686925663487432,1.0264393356715995,4,Soybean,East,Spring,2021-01-26,F0118,2021,Soya beans,12146576.0,12986722.0,1069.2
25,5.944298905364149,11.28438321928233,21.816618234121115,809.1062072669841,150.94177261395265,12.213135100131169,1510.9200579269889,1.5543169892182882,0.4946571252880955,1.7662921633814272,1,Soybean,West,Summer,2021-12-08,F0480,2021,Soya beans,12146576.0,12986722.0,1069.2
26,5.354045465242688,11.279778405772989,17.731402761832136,190.61991298625168,171.40872703280849,12.313587430528113,1797.393638136278,1.2758140526802002,0.9198229038423936,0.9277614007487534,6,Wheat,West,Spring,2021-03-18,F0238,2021,Wheat,31125160.0,109586500.0,3520.8
27,7.022541179932322,42.40823398013342,28.121762642851667,439.8741068654989,297.92907297722,11.663818400597044,2101.7731224454656,1.5004228086514055,0.3194210502450783,0.894024595537305,2,Wheat,East,Autumn,2021-03-27,F0129,2021,Wheat,31125160.0,109586500.0,3520.8
28,5.806970168120163,42.39154114752419,16.074939821520744,717.8627123366222,100.32861273290884,11.279487500898156,1668.8877517421802,2.465920423361022,0.7791196910077227,0.7375062583093261,4,Barley,North,Summer,2021-11-21,F0129,2021,Barley,592470.0,1656340.0,2795.7
29,5.586532725097479,18.865892584702365,32.73692770919727,504.7020315976778,99.8689212776642,4.909656531679797,1287.8891496834372,0.7051721127939956,1.105096483386366,1.3329811595800265,6,Barley,Central,Summer,2021-05-09,F0098,2021,Barley,592470.0,1656340.0,2795.7
30,7.87491517084103,12.854680555575202,21.70204052712746,847.7703213984736,145.92932763467496,13.83662390837901,1461.1914823170057,1.9051609605939783,0.7021843085664894,1.7230916982303222,5,Wheat,South,Summer,2021-07-25,F0484,2021,Wheat,31125160.0,109586500.0,3520.8
31,6.04722896820752,34.48836253028863,27.603058855810865,936.2983677431172,219.6559641850696,10.147389201350403,2291.004443677065,1.5443702982953584,1.381161770313417,1.865384372827976,6,Wheat,South,Spring,2021-11-10,F0103,2021,Wheat,31125160.0,109586500.0,3520.8
32,6.692580810912088,49.25662887334656,23.55424776114287,241.7955592698012,146.75310081965569,11.84648304307597,2310.1488660023774,2.967171644325407,0.6151475120360044,0.8888729139555325,6,Barley,East,Summer,2021-10-14,F0493,2021,Barley,592470.0,1656340.0,2795.7
33,7.690236402548752,17.61653984099641,18.13672471691557,1196.6855909799478,123.249226727883,9.98699114963492,2674.933378844682,1.0354608310716746,0.5510369067229772,1.5566877886030903,6,Barley,Central,Summer,2021-10-07,F0007,2021,Barley,592470.0,1656340.0,2795.7
34,4.984100001940773,28.50477087734918,19.31167369564183,706.2810616210179,199.91030098687207,7.040407210153672,1481.4935848313064,2.490247668530218,0.7424014165256421,1.3673202642846731,4,Barley,South,Spring,2021-09-19,F0252,2021,Barley,592470.0,1656340.0,2795.7
35,5.743929286862649,19.738681762670403,11.858271808839504,1007.9806071654984,294.8604104928238,7.565024662449956,1000.3600779679256,2.710362716323294,0.6305208033775712,0.9207674376345713,1,Rice,North,Summer,2021-01-29,F0006,2021,Rice,46449121.0,195241449.38,4203.3
36,5.950239186236378,40.05092467750984,31.699848333402763,974.9161424633955,204.02655167572,9.672578622759596,1111.092216243206,2.842503164035202,1.3286729973664293,1.0060320537452792,2,Barley,East,Autumn,2021-01-18,F0224,2021,Barley,592470.0,1656340.0,2795.7
37,4.70942008074989,33.354330692320616,27.437475900927364,329.094603394326,272.1607952235215,8.976737155199338,2919.427866267113,0.9992059864798885,0.4706791931186292,1.9401775593297368,6,Wheat,West,Autumn,2021-03-31,F0124,2021,Wheat,31125160.0,109586500.0,3520.8
38,4.801114866606694,26.95599007987993,27.84856778018444,577.3504122744696,137.95180517753445,6.077688670018878,2749.401122991195,2.7583351595350107,0.6930374540862887,1.0968697263512706,4,Barley,West,Autumn,2021-10-02,F0449,2021,Barley,592470.0,1656340.0,2795.7
39,6.813193597681442,15.98197274227778,21.43249494992245,442.9404568173426,162.7209241069036,3.66967017315718,2061.7832490361543,1.2336249257078429,1.4462124502981293,0.6578651169993586,4,Rice,Central,Autumn,2021-10-16,F0416,2021,Rice,46449121.0,195241449.38,4203.3
40,4.644075273165706,32.971741588342944,24.69834332585661,1070.4197564792166,131.56887278780965,3.4060997502045693,1245.6893219242395,0.9328212367963752,1.2937952749228447,1.4938586439346035,6,Corn,West,Summer,2021-03-25,F0070,2021,Maize (corn),9921097.0,32772407.24,3303.3
41,8.169254301848971,36.68147428501416,27.32272878920202,350.2039215202127,231.74158611526,11.831697474255916,1208.3576775189963,1.3940804835357112,1.3987659042826606,1.6014605908251676,4,Rice,East,Autumn,2021-03-17,F0327,2021,Rice,46449121.0,195241449.38,4203.3
42,8.068186220708453,41.22728298751449,23.75738807957824,963.1435788017652,121.73112843917254,13.038877062401944,2348.1595794454147,2.990322453134123,0.5716988013056259,1.2460160522211552,3,Corn,East,Autumn,2021-06-28,F0393,2021,Maize (corn),9921097.0,32772407.24,3303.3
43,7.671032454291251,42.428826917806994,25.9160258839682,533.6981382627087,141.05426118706998,5.214144634114687,2614.1749987015337,2.7685300516868816,0.3496971778831114,0.59918514061613,4,Soybean,Central,Spring,2021-11-28,F0056,2021,Soya beans,12146576.0,12986722.0,1069.2
44,5.74123392841819,44.07347235275733,12.667874296709387,371.2674400482592,75.4030379253033,13.373143108859187,1921.1551254783756,1.0833756373806294,0.7984916145642718,1.83952450199698,1,Soybean,North,Autumn,2021-03-14,F0403,2021,Soya beans,12146576.0,12986722.0,1069.2
45,4.836510649037532,10.487193416661658,24.733459448763696,948.7271875329868,226.40065405717493,7.826251477510032,2740.315595229796,2.8636227345925014,0.2318535982669163,1.8860363919152972,6,Corn,North,Autumn,2021-10-12,F0123,2021,Maize (corn),9921097.0,32772407.24,3303.3
46,8.318665427516276,44.77360431629421,19.704036199007923,947.98525160754,140.6440622922521,4.438405013188308,2458.269863482932,2.706120444901984,0.6115161091354648,1.786127467307502,6,Soybean,Central,Spring,2021-08-20,F0437,2021,Soya beans,12146576.0,12986722.0,1069.2
47,7.7944944429958944,16.502682746539143,21.30935442558252,499.0105549329641,164.88306825649823,7.51122028901848,2326.251802109998,2.2963901268439435,1.100008490806494,1.7562018113897966,6,Barley,North,Spring,2021-08-20,F0189,2021,Barley,592470.0,1656340.0,2795.7
48,5.552450279643372,12.929824164295605,10.035455503347888,860.2948590351652,73.28512726121915,7.832425443281556,1055.6319911954668,0.7275022642117976,1.1770135591613111,1.571028171378518,2,Rice,North,Autumn,2021-01-03,F0100,2021,Rice,46449121.0,195241449.38,4203.3
49,4.963476238100519,24.262356847075548,29.10551209605772,845.4411522448513,90.99052970451868,4.989077238480628,1495.317802058202,0.5737621479978984,0.3087766707818312,1.0346005784225094,4,Rice,South,Autumn,2021-10-04,F0295,2021,Rice,46449121.0,195241449.38,4203.3
50,5.6547749470828,21.926014251062224,11.519231709906022,553.114890683579,147.0527749107755,1.646688621872573,2541.2571908145105,1.4599215448909786,0.5223020875734476,1.9575486829675484,1,Rice,East,Autumn,2021-08-22,F0010,2021,Rice,46449121.0,195241449.38,4203.3
51,5.574709437539784,26.121550316285287,21.013416203084454,913.4319441834604,127.27387217492732,14.966145921656652,2941.338452392924,2.564048865647309,0.5583618121428497,0.7507271122217276,6,Corn,South,Spring,2021-01-03,F0177,2021,Maize (corn),9921097.0,32772407.24,3303.3
52,4.572440735283362,28.695493417917017,20.341118871134952,226.3714001866678,227.15767449274583,11.004079404653586,2096.204037644399,0.7720260929173943,1.2313742513229915,1.192479494886831,2,Wheat,South,Autumn,2021-09-18,F0062,2021,Wheat,31125160.0,109586500.0,3520.8
53,7.295795313949542,21.91919178649078,15.012738088772188,1115.618195059915,144.48352658626328,2.4260779459881814,1622.2563654488458,1.2951501762147135,1.1128376592720677,1.654689168954424,4,Corn,East,Autumn,2021-06-03,F0171,2021,Maize (corn),9921097.0,32772407.24,3303.3
54,4.724704309389756,48.40047523276502,17.464718907207317,784.6970619393798,253.4346401572092,8.458589091223255,1140.1129854995866,2.1175960125426943,0.4154638089932182,0.975612786493932,6,Soybean,East,Spring,2021-05-07,F0130,2021,Soya beans,12146576.0,12986722.0,1069.2
55,6.695638526560287,31.55277468998676,10.148337418651412,443.0764526364425,256.474067323024,12.617072740582277,2835.0082611213147,1.447595957617862,0.8806717157762116,1.1670684168696837,6,Rice,Central,Summer,2021-04-23,F0383,2021,Rice,46449121.0,195241449.38,4203.3
56,7.126917938886432,23.99446776889914,27.468173092596977,1062.4672249256482,56.10204464815206,1.182208102686786,1814.2636497250203,0.819226805307985,0.6877186594782082,1.8236325305105727,5,Corn,East,Summer,2021-08-19,F0069,2021,Maize (corn),9921097.0,32772407.24,3303.3
57,5.728865668085083,22.14040499512446,20.158186826168134,943.7128634202636,126.00986547264104,5.379306264252154,2654.7307070559928,1.1318591442699015,1.3562210284177574,0.9942765096080268,2,Corn,West,Spring,2021-05-24,F0026,2021,Maize (corn),9921097.0,32772407.24,3303.3
58,8.450889558944127,30.147670449497785,33.76375929859391,572.0892305349682,252.0420777281348,8.200739189170871,1973.0716956397812,1.189624467638024,0.6177471222959579,1.7336964550508664,5,Rice,South,Autumn,2021-05-05,F0357,2021,Rice,46449121.0,195241449.38,4203.3
59,8.322597869065957,44.18430250933485,32.65668493224575,1169.026300624469,120.4877513186752,11.363875512599042,2181.111200820679,1.6914230486725237,0.786930796905835,1.917881922021063,6,Soybean,North,Autumn,2021-11-17,F0225,2021,Soya beans,12146576.0,12986722.0,1069.2
60,5.760957738597803,25.038396385626548,17.010746539339422,915.9354245800604,81.93578187725407,4.939739875084598,1817.532572631056,1.1148914860664834,1.153870937265417,0.5627156755953155,4,Corn,North,Summer,2021-11-10,F0333,2021,Maize (corn),9921097.0,32772407.24,3303.3
61,6.175173276296645,19.203379674299,24.63785106202699,683.8887208994578,89.19533878525269,0.7915768180693084,2016.737336921408,1.8498985796951404,0.4058138173977448,0.750887833774543,1,Wheat,Central,Summer,2021-01-13,F0178,2021,Wheat,31125160.0,109586500.0,3520.8
62,5.16601418819806,34.67536287865579,12.134942303377027,624.5474209704018,176.76994976817838,2.8131343500750665,2769.7881495037154,1.2235091025381395,0.8758032077071916,0.745964084553541,4,Barley,Central,Spring,2021-04-11,F0276,2021,Barley,592470.0,1656340.0,2795.7
63,5.049200130862281,24.561098768582653,19.89043664483171,491.8168803108209,83.55833264873556,10.249063662912205,1222.483621502752,2.732248231625697,0.9397110712818936,0.9312018147221436,3,Barley,East,Autumn,2021-01-12,F0188,2021,Barley,592470.0,1656340.0,2795.7
64,6.425376606541295,33.977221681104865,17.971295223414558,865.9973936081199,189.8536900296342,12.730482228446128,2823.572046978467,2.752316037111471,0.4754864397741074,1.4948864372842865,4,Corn,East,Autumn,2021-10-11,F0368,2021,Maize (corn),9921097.0,32772407.24,3303.3
65,6.653327773022854,30.458701601704696,20.4563888314012,732.3130295412597,163.84192611637025,8.23514223393425,2000.3946917290075,2.980015137245615,1.0174079498278008,1.242734229145998,1,Corn,East,Spring,2021-07-16,F0144,2021,Maize (corn),9921097.0,32772407.24,3303.3
66,4.572496164182919,35.331339293319814,21.650087858825323,1064.560347843205,200.38841241087948,11.05435697504548,2002.233098062491,1.385533929687038,0.7940689610561229,1.3893248595707308,2,Soybean,South,Spring,2021-11-24,F0172,2021,Soya beans,12146576.0,12986722.0,1069.2
67,5.490239081119546,28.71396733168172,10.89186040901331,357.7649711626088,89.72687049518359,13.97806666823249,1569.746676526163,0.8909674960838103,1.068711340707469,1.8123010049547343,3,Corn,North,Spring,2021-01-28,F0119,2021,Maize (corn),9921097.0,32772407.24,3303.3
68,6.971388960804855,27.485924201801385,24.90406994776693,785.5848732620793,220.61239658769784,14.158899571483191,2390.38488963118,2.327551296652034,0.9212858041288784,0.7885805338784577,1,Barley,East,Spring,2021-03-22,F0002,2021,Barley,592470.0,1656340.0,2795.7
69,4.825395122567599,31.1813446008983,16.11130525641655,955.784730592558,150.5231873527492,4.275870057348946,1157.5271479734993,0.7406146969837095,1.3404135889899789,1.198335826158134,3,Soybean,East,Autumn,2021-08-31,F0039,2021,Soya beans,12146576.0,12986722.0,1069.2
70,6.4359574727189885,42.20070772938512,10.540983123629092,355.3528476018661,279.93660839177653,4.692436751655096,1026.1384701291795,2.4361781563562324,1.1275749327664293,0.8587630618094044,4,Soybean,East,Summer,2021-07-22,F0097,2021,Soya beans,12146576.0,12986722.0,1069.2
71,5.633137613970309,40.69113204214593,23.65361176158443,1037.5825810479018,129.39916740859297,0.99346482698296,2667.085668301921,2.857600286228736,1.0264363652759192,1.8580880924880987,2,Barley,South,Autumn,2021-08-18,F0304,2021,Barley,592470.0,1656340.0,2795.7
72,5.439893619983812,35.94780170132142,18.602494100743414,986.0795486455366,122.0507408308208,0.8710694357529081,2645.0496366839,0.8287018234493227,0.5654888144780588,1.8790966215309703,6,Soybean,East,Summer,2021-08-18,F0338,2021,Soya beans,12146576.0,12986722.0,1069.2
73,4.608669684902239,22.55128573222915,14.679465224712256,866.1838729646446,145.6765712975007,12.69179548784916,2429.9915625787667,2.6498722462959696,1.2375775043143864,0.851909625220634,5,Corn,East,Spring,2021-05-17,F0489,2021,Maize (corn),9921097.0,32772407.24,3303.3
74,6.145215888264925,17.081731781135897,22.238488552353857,919.023914731348,161.11035854424898,12.644885318204924,1223.1186431078056,0.6165394121141872,0.8920070833701288,1.5716504842042944,1,Rice,East,Spring,2021-11-13,F0182,2021,Rice,46449121.0,195241449.38,4203.3
75,4.621548238787348,44.8533436936113,20.51705592602321,721.2014604388942,113.31772391686756,4.430286093077616,2516.056534590837,2.3725296319100573,0.7766895598152268,1.5623206472427174,3,Wheat,Central,Summer,2021-09-10,F0049,2021,Wheat,31125160.0,109586500.0,3520.8
76,5.17797098674437,26.01319473643033,29.93722444282543,1014.158784987072,255.16063682457235,12.946011012156584,2772.817386295956,1.1844581534547665,0.3144481368474301,0.9438877425021832,2,Wheat,Central,Summer,2021-02-14,F0401,2021,Wheat,31125160.0,109586500.0,3520.8
77,5.999482318094817,12.21439267753638,16.120224035303334,991.4509260085332,225.1554325399236,11.265182591326653,1526.953565461346,1.6855528625068272,0.7786757586258162,1.174800515144257,6,Wheat,South,Summer,2021-07-06,F0083,2021,Wheat,31125160.0,109586500.0,3520.8
78,6.961192100279208,19.68733782375071,11.582981174308024,608.2930650873864,162.14227445769058,7.287745963748061,2251.6674004489187,1.697552641382427,1.3482748370154312,0.6361701299678548,6,Barley,North,Spring,2021-10-06,F0032,2021,Barley,592470.0,1656340.0,2795.7
79,8.14370873797537,40.85893379438426,26.63511981595635,703.0375017204127,74.14680756723641,1.1450718811697569,1671.091075278926,1.4481082430433578,0.8443380704426573,0.7252698685513753,6,Soybean,South,Spring,2021-05-12,F0235,2021,Soya beans,12146576.0,12986722.0,1069.2
80,8.318263715435243,27.29335599514661,28.3663624463266,699.788339971543,110.5544109158981,6.713456540865906,2149.952883823172,2.9349388282167435,0.6527482410031229,1.5621833061678012,6,Wheat,North,Spring,2021-06-28,F0172,2021,Wheat,31125160.0,109586500.0,3520.8
81,5.881923414893783,34.76372381084479,10.894367267850196,1040.36548848834,255.71554608211488,4.377148618752655,2175.787816434868,1.5229948893429262,0.3620553592538256,1.8401244352807733,5,Rice,South,Autumn,2021-09-01,F0455,2021,Rice,46449121.0,195241449.38,4203.3
82,5.434963168146977,32.81549301470123,20.701194798551867,916.6140211599018,127.58567851430595,14.30287894401087,1476.2744708881864,1.871240861765341,0.5723945520832041,1.2148926781077507,6,Soybean,West,Autumn,2021-07-25,F0365,2021,Soya beans,12146576.0,12986722.0,1069.2
83,6.470070775275456,16.979939455918206,15.303134968048498,451.0534670876126,98.50748705990104,7.607408863887315,1225.3823336874975,1.9149170595713705,1.4383112404819092,0.9963460855587654,1,Soybean,North,Summer,2021-12-11,F0469,2021,Soya beans,12146576.0,12986722.0,1069.2
84,6.7437518861415455,10.33982314428838,26.5607493355338,639.223139626191,123.24493012610816,11.362322581234547,1628.9208079475409,0.8895659582589489,1.148839126410515,1.0888813337051728,5,Soybean,Central,Spring,2021-02-28,F0400,2021,Soya beans,12146576.0,12986722.0,1069.2
85,6.53583616168819,47.79341812082949,22.735046738274256,275.6584637082925,210.54992700143708,11.831563482236312,2347.596225937813,1.5336217859060717,1.3775595728634251,1.04915915753046,1,Soybean,North,Autumn,2021-10-01,F0151,2021,Soya beans,12146576.0,12986722.0,1069.2
86,6.972512961831583,29.793038064021854,16.418540033538733,468.3639228274871,123.33208330162756,12.434309014599444,1061.9773165013596,2.705124951019887,1.4779718111647393,1.7431604150942648,3,Soybean,South,Spring,2021-04-01,F0498,2021,Soya beans,12146576.0,12986722.0,1069.2
87,6.945854444902643,41.22930920114679,17.467099595353357,159.27553326988036,161.78835604837695,11.69089276022565,2535.857801263257,1.0224210352736225,0.7478169865808344,1.2952313450428834,1,Wheat,Central,Autumn,2021-02-16,F0201,2021,Wheat,31125160.0,109586500.0,3520.8
88,5.342027758661372,17.469319763894838,20.394722539431328,898.8230664030104,229.56106748691252,9.43754596852547,1177.9208675631355,2.59000677069933,0.2046775321783497,0.9057693204218592,6,Corn,South,Summer,2021-03-09,F0041,2021,Maize (corn),9921097.0,32772407.24,3303.3
89,8.30571924144733,13.510916564937624,12.183184313961728,340.65875048896305,89.35355014804443,9.65768514204335,1723.5037134669342,2.073067196830769,0.295706727081457,1.7787199103770543,6,Rice,South,Spring,2021-03-02,F0234,2021,Rice,46449121.0,195241449.38,4203.3
90,6.246456759075064,10.510259188297224,28.2991959588178,292.8420015661036,250.71227674707035,6.306832388516416,2870.2324823787785,2.099440810109353,0.4593612566920718,0.9907733117217709,5,Wheat,Central,Spring,2021-10-13,F0241,2021,Wheat,31125160.0,109586500.0,3520.8
91,8.13688082344624,14.220545856048044,15.3689849990618,975.7655588253816,273.00582642777226,5.699032134997868,2264.385562481332,2.1726946184684865,0.3454684021486393,1.4323790320168222,2,Soybean,West,Autumn,2021-09-16,F0080,2021,Soya beans,12146576.0,12986722.0,1069.2
92,7.97199836758036,42.4027723291691,24.05195343914122,499.0072000386386,273.83796680306546,3.055868402117001,2568.7635158437115,2.2332414930500226,1.2196516138841424,0.8033409831090859,4,Barley,East,Autumn,2021-08-01,F0335,2021,Barley,592470.0,1656340.0,2795.7
93,7.680744779074814,31.037863076058372,14.309903582461317,627.1666125432636,236.7066265372735,5.757092146492192,1443.1230348090858,0.9426869292501368,0.4361101040955093,1.9656604603006629,6,Barley,East,Autumn,2021-12-05,F0095,2021,Barley,592470.0,1656340.0,2795.7
94,7.540911439558746,13.941874056517696,13.955981566855336,1007.319904869134,162.19097210670867,14.764219953895331,2522.6953974017147,2.1770745762443817,0.9187113884006012,1.550057631631045,2,Soybean,Central,Autumn,2021-01-08,F0140,2021,Soya beans,12146576.0,12986722.0,1069.2
95,5.198588743585319,23.51023948528916,10.432503068524245,894.0017109315986,233.62919356844236,12.735851280906564,2461.7137416292235,1.538489265782952,0.8854658070517427,1.120181236336682,5,Barley,Central,Summer,2021-01-26,F0398,2021,Barley,592470.0,1656340.0,2795.7
96,5.427788384463902,36.87117081019464,13.843625799894648,890.800796857732,75.20380351634714,10.83942751109091,2676.7039446011213,2.894360940065149,0.4598336546814614,1.2511524993407603,2,Soybean,East,Spring,2021-02-24,F0155,2021,Soya beans,12146576.0,12986722.0,1069.2
97,4.820459385538701,48.67462201173574,17.64398717858761,1007.427221404874,255.09833824974703,12.568755092826754,2817.7173694626663,2.209082350242762,0.890518314754144,1.8385169529302967,5,Rice,West,Autumn,2021-02-15,F0369,2021,Rice,46449121.0,195241449.38,4203.3
98,5.975654558279089,16.867127801728678,16.008072018620766,905.9542605364816,64.23373923432835,7.680198686531924,1206.1472733030532,2.9687788515778686,0.3416203900810799,0.6325225052391223,6,Corn,West,Spring,2021-02-08,F0367,2021,Maize (corn),9921097.0,32772407.24,3303.3
99,5.965447373174767,13.96950659678724,34.35606313804341,1152.8172081416355,204.6108679834192,10.171192652863969,1343.7223131970636,2.0222222135179484,0.2638342989804533,1.0055744878261683,2,Soybean,Central,Spring,2021-10-29,F0239,2021,Soya beans,12146576.0,12986722.0,1069.2
100,7.813877197796469,10.7212803930092,34.56118392617687,740.2102089701042,167.31796159073227,1.3462175653257518,1637.5130458335398,0.5572548960969135,1.016675427805143,1.6735807096243738,6,Barley,West,Autumn,2021-09-19,F0327,2021,Barley,592470.0,1656340.0,2795.7
101,7.77114131942778,43.56831812157836,29.561040880004835,875.4831023253388,107.86337808092912,7.221589730336928,2752.2743090641547,1.859919836558752,0.5560737926181339,0.7964048304203108,5,Wheat,Central,Spring,2021-12-03,F0080,2021,Wheat,31125160.0,109586500.0,3520.8
